WGT,WGT^2,WGT^3,WGT^4,WGT^5,WGT^6,WGT^7,WGT^8,ALT,ALT^2,ALT^3,ALT^4,ALT^5,ALT^6,ALT^7,ALT^8,ROC
1565705.368,2.45143E+12,3.83822E+18,6.00953E+24,9.40915E+30,1.4732E+37,2.30659E+43,3.61144E+49,40316,1625379856,6.55288E+13,2.64186E+18,1.06509E+23,4.29403E+27,1.73118E+32,6.97942E+36,904
1565530.629,2.45089E+12,3.83694E+18,6.00684E+24,9.4039E+30,1.47221E+37,2.30479E+43,3.60822E+49,40474,1638144676,6.63023E+13,2.68352E+18,1.08613E+23,4.39599E+27,1.77923E+32,7.20127E+36,883
1565352.945,2.45033E+12,3.83563E+18,6.00412E+24,9.39856E+30,1.47121E+37,2.30296E+43,3.60494E+49,40632,1650959424,6.70818E+13,2.72567E+18,1.10749E+23,4.49997E+27,1.82843E+32,7.42926E+36,860
1565171.335,2.44976E+12,3.8343E+18,6.00133E+24,9.39311E+30,1.47018E+37,2.30109E+43,3.6016E+49,40789,1663742521,6.78624E+13,2.76804E+18,1.12906E+23,4.6053E+27,1.87846E+32,7.66204E+36,838
1564986.78,2.44918E+12,3.83294E+18,5.9985E+24,9.38757E+30,1.46914E+37,2.29919E+43,3.5982E+49,40947,1676656809,6.86541E+13,2.81118E+18,1.15109E+23,4.71338E+27,1.92999E+32,7.90272E+36,815
1564798.298,2.44859E+12,3.83156E+18,5.99561E+24,9.38192E+30,1.46808E+37,2.29725E+43,3.59474E+49,41105,1689621025,6.94519E+13,2.85482E+18,1.17347E+23,4.82356E+27,1.98273E+32,8.14999E+36,792
1564604.908,2.44799E+12,3.83013E+18,5.99265E+24,9.37613E+30,1.46699E+37,2.29526E+43,3.59118E+49,41263,1702635169,7.02558E+13,2.89897E+18,1.1962E+23,4.93588E+27,2.03669E+32,8.40401E+36,768
1564407.591,2.44737E+12,3.82869E+18,5.98963E+24,9.37022E+30,1.46588E+37,2.29324E+43,3.58756E+49,41421,1715699241,7.1066E+13,2.94362E+18,1.21928E+23,5.05037E+27,2.09192E+32,8.66492E+36,745
1564204.384,2.44674E+12,3.82719E+18,5.98651E+24,9.36413E+30,1.46474E+37,2.29116E+43,3.58383E+49,41579,1728813241,7.18823E+13,2.9888E+18,1.24271E+23,5.16707E+27,2.14842E+32,8.9329E+36,720
1563996.269,2.44608E+12,3.82567E+18,5.98333E+24,9.3579E+30,1.46357E+37,2.28902E+43,3.58002E+49,41737,1741977169,7.27049E+13,3.03448E+18,1.2665E+23,5.286E+27,2.20622E+32,9.2081E+36,696
1563782.263,2.44541E+12,3.8241E+18,5.98005E+24,9.3515E+30,1.46237E+37,2.28683E+43,3.57611E+49,41895,1755191025,7.35337E+13,3.0807E+18,1.29066E+23,5.40721E+27,2.26535E+32,9.49068E+36,671
1563562.368,2.44473E+12,3.82248E+18,5.97669E+24,9.34493E+30,1.46114E+37,2.28458E+43,3.57208E+49,42053,1768454809,7.43688E+13,3.12743E+18,1.31518E+23,5.53072E+27,2.32583E+32,9.78083E+36,645
1563334.62,2.44402E+12,3.82081E+18,5.97321E+24,9.33813E+30,1.45986E+37,2.28225E+43,3.56792E+49,42211,1781768521,7.52102E+13,3.1747E+18,1.34007E+23,5.65658E+27,2.3877E+32,1.00787E+37,619
1563099.018,2.44328E+12,3.81909E+18,5.96961E+24,9.33109E+30,1.45854E+37,2.27985E+43,3.56362E+49,42368,1795047424,7.60526E+13,3.2222E+18,1.36518E+23,5.78399E+27,2.45056E+32,1.03825E+37,593
1562854.582,2.44251E+12,3.81729E+18,5.96588E+24,9.3238E+30,1.45717E+37,2.27735E+43,3.55917E+49,42526,1808460676,7.69066E+13,3.27053E+18,1.39083E+23,5.91462E+27,2.51525E+32,1.06964E+37,566
1562600.328,2.44172E+12,3.81543E+18,5.962E+24,9.31622E+30,1.45575E+37,2.27476E+43,3.55454E+49,42684,1821923856,7.7767E+13,3.31941E+18,1.41686E+23,6.04771E+27,2.5814E+32,1.10185E+37,539
1562334.295,2.44089E+12,3.81348E+18,5.95794E+24,9.30829E+30,1.45427E+37,2.27205E+43,3.5497E+49,42842,1835436964,7.86338E+13,3.36883E+18,1.44327E+23,6.18327E+27,2.64904E+32,1.1349E+37,511
1562056.482,2.44002E+12,3.81145E+18,5.9537E+24,9.30002E+30,1.45271E+37,2.26922E+43,3.54465E+49,43000,1849000000,7.9507E+13,3.4188E+18,1.47008E+23,6.32136E+27,2.71819E+32,1.16882E+37,483
1926554.974,3.71161E+12,7.15063E+18,1.37761E+25,2.65404E+31,5.11315E+37,9.85076E+43,1.8978E+50,35,1225,42875,1500625,52521875,1838265625,64339296875,2.25188E+12,2804
1926380.353,3.71094E+12,7.14868E+18,1.37711E+25,2.65283E+31,5.11037E+37,9.84451E+43,1.89643E+50,198,39204,7762392,1536953616,3.04317E+11,6.02547E+13,1.19304E+16,2.36223E+18,2796
1926205.733,3.71027E+12,7.14674E+18,1.37661E+25,2.65163E+31,5.10759E+37,9.83827E+43,1.89505E+50,361,130321,47045881,16983563041,6.13107E+12,2.21331E+15,7.99007E+17,2.88441E+20,2788
1926032.112,3.7096E+12,7.14481E+18,1.37611E+25,2.65044E+31,5.10483E+37,9.83206E+43,1.89369E+50,523,273529,143055667,74818113841,3.91299E+13,2.04649E+16,1.07032E+19,5.59775E+21,2779
1925857.493,3.70893E+12,7.14287E+18,1.37561E+25,2.64924E+31,5.10205E+37,9.82583E+43,1.89231E+50,686,470596,322828856,2.21461E+11,1.51922E+14,1.04218E+17,7.14939E+19,4.90448E+22,2771
1925683.855,3.70826E+12,7.14093E+18,1.37512E+25,2.64804E+31,5.09929E+37,9.81963E+43,1.89095E+50,849,720801,611960049,5.19554E+11,4.41101E+14,3.74495E+17,3.17946E+20,2.69936E+23,2763
1925510.218,3.70759E+12,7.139E+18,1.37462E+25,2.64685E+31,5.09653E+37,9.81343E+43,1.88959E+50,1012,1024144,1036433728,1.04887E+12,1.06146E+15,1.07419E+18,1.08709E+21,1.10013E+24,2755
1925335.619,3.70692E+12,7.13706E+18,1.37412E+25,2.64565E+31,5.09376E+37,9.8072E+43,1.88822E+50,1174,1378276,1618096024,1.89964E+12,2.23018E+15,2.61823E+18,3.07381E+21,3.60865E+24,2747
1925161.982,3.70625E+12,7.13513E+18,1.37363E+25,2.64446E+31,5.09101E+37,9.80101E+43,1.88685E+50,1337,1787569,2389979753,3.1954E+12,4.27225E+15,5.712E+18,7.63695E+21,1.02106E+25,2738
1924988.347,3.70558E+12,7.1332E+18,1.37313E+25,2.64326E+31,5.08825E+37,9.79483E+43,1.88549E+50,1500,2250000,3375000000,5.0625E+12,7.59375E+15,1.13906E+19,1.70859E+22,2.56289E+25,2730
1914167.734,3.66404E+12,7.01358E+18,1.34252E+25,2.5698E+31,4.91904E+37,9.41586E+43,1.80235E+50,12482,155800324,1.9447E+12,2.42737E+16,3.02985E+20,3.78186E+24,4.72051E+28,5.89215E+32,2885
1913162.509,3.66019E+12,7.00254E+18,1.3397E+25,2.56306E+31,4.90356E+37,9.3813E+43,1.7948E+50,13723,188320729,2.58433E+12,3.54647E+16,4.86682E+20,6.67874E+24,9.16523E+28,1.25774E+33,2767
1912143.58,3.65629E+12,6.99136E+18,1.33685E+25,2.55625E+31,4.88791E+37,9.34638E+43,1.78716E+50,14964,223921296,3.35076E+12,5.01407E+16,7.50306E+20,1.12276E+25,1.6801E+29,2.51409E+33,2647
1911108.987,3.65234E+12,6.98002E+18,1.33396E+25,2.54934E+31,4.87206E+37,9.31104E+43,1.77944E+50,16205,262602025,4.25547E+12,6.89598E+16,1.11749E+21,1.8109E+25,2.93456E+29,4.75546E+33,2528
1910057.75,3.64832E+12,6.9685E+18,1.33102E+25,2.54233E+31,4.856E+37,9.27525E+43,1.77163E+50,17446,304362916,5.30992E+12,9.26368E+16,1.61614E+21,2.81952E+25,4.91893E+29,8.58157E+33,2419
1908986.928,3.64423E+12,6.95679E+18,1.32804E+25,2.53521E+31,4.83969E+37,9.23891E+43,1.7637E+50,18687,349203969,6.52557E+12,1.21943E+17,2.27876E+21,4.25831E+25,7.95751E+29,1.48702E+34,2309
1907896.54,3.64007E+12,6.94488E+18,1.32501E+25,2.52798E+31,4.82313E+37,9.20203E+43,1.75565E+50,19927,397085329,7.91272E+12,1.57677E+17,3.14202E+21,6.26111E+25,1.24765E+30,2.4862E+34,2198
1906781.648,3.63582E+12,6.93271E+18,1.32192E+25,2.52061E+31,4.80624E+37,9.16446E+43,1.74746E+50,21168,448084224,9.48505E+12,2.00779E+17,4.2501E+21,8.99661E+25,1.9044E+30,4.03124E+34,2093
1905643.251,3.63148E+12,6.9203E+18,1.31876E+25,2.51309E+31,4.78905E+37,9.12623E+43,1.73913E+50,22409,502163281,1.1253E+13,2.52168E+17,5.65083E+21,1.26629E+26,2.83764E+30,6.35887E+34,1987
1904475.468,3.62703E+12,6.90758E+18,1.31553E+25,2.5054E+31,4.77147E+37,9.08715E+43,1.73063E+50,23650,559322500,1.3228E+13,3.12842E+17,7.39871E+21,1.74979E+26,4.13826E+30,9.78699E+34,1882
1903276.339,3.62246E+12,6.89454E+18,1.31222E+25,2.49752E+31,4.75347E+37,9.04717E+43,1.72193E+50,24891,619561881,1.54215E+13,3.83857E+17,9.55458E+21,2.37823E+26,5.91966E+30,1.47346E+35,1779
1902039.982,3.61776E+12,6.88112E+18,1.30882E+25,2.48942E+31,4.73498E+37,9.00612E+43,1.713E+50,26132,682881424,1.78451E+13,4.66327E+17,1.21861E+22,3.18446E+26,8.32163E+30,2.17461E+35,1669
1900761.496,3.61289E+12,6.86725E+18,1.3053E+25,2.48106E+31,4.71591E+37,8.96383E+43,1.70381E+50,27373,749281129,2.05101E+13,5.61422E+17,1.53678E+22,4.20663E+26,1.15148E+31,3.15195E+35,1559
1899435.002,3.60785E+12,6.85288E+18,1.30166E+25,2.47242E+31,4.6962E+37,8.92013E+43,1.69432E+50,28614,818760996,2.3428E+13,6.7037E+17,1.9182E+22,5.48872E+26,1.57054E+31,4.49395E+35,1451
1898051.676,3.6026E+12,6.83792E+18,1.29787E+25,2.46343E+31,4.67572E+37,8.87475E+43,1.68447E+50,29855,891321025,2.66104E+13,7.94453E+17,2.37184E+22,7.08113E+26,2.11407E+31,6.31156E+35,1344
1896598.777,3.59709E+12,6.82223E+18,1.2939E+25,2.45402E+31,4.65428E+37,8.82731E+43,1.67419E+50,31096,966961216,3.00686E+13,9.35014E+17,2.90752E+22,9.04122E+26,2.81146E+31,8.74251E+35,1222
1895058.66,3.59125E+12,6.80562E+18,1.28971E+25,2.44407E+31,4.63165E+37,8.77725E+43,1.66334E+50,32337,1045681569,3.38142E+13,1.09345E+18,3.53589E+22,1.1434E+27,3.69741E+31,1.19563E+36,1107
1893412.702,3.58501E+12,6.78791E+18,1.28523E+25,2.43347E+31,4.60757E+37,8.72403E+43,1.65182E+50,33578,1127482084,3.78586E+13,1.27122E+18,4.26849E+22,1.43327E+27,4.81264E+31,1.61599E+36,999
1893412.702,3.58501E+12,6.78791E+18,1.28523E+25,2.43347E+31,4.60757E+37,8.72403E+43,1.65182E+50,33578,1127482084,3.78586E+13,1.27122E+18,4.26849E+22,1.43327E+27,4.81264E+31,1.61599E+36,1463
1893191.842,3.58418E+12,6.78553E+18,1.28463E+25,2.43205E+31,4.60434E+37,8.71691E+43,1.65028E+50,33810,1143116100,3.86488E+13,1.30671E+18,4.418E+22,1.49373E+27,5.05029E+31,1.7075E+36,1439
1892969.985,3.58334E+12,6.78315E+18,1.28403E+25,2.43063E+31,4.60111E+37,8.70976E+43,1.64873E+50,34043,1158925849,3.94533E+13,1.34311E+18,4.57235E+22,1.55656E+27,5.29901E+31,1.80394E+36,1414
1892746.169,3.58249E+12,6.78074E+18,1.28342E+25,2.42919E+31,4.59784E+37,8.70255E+43,1.64717E+50,34276,1174844176,4.0269E+13,1.38026E+18,4.73098E+22,1.62159E+27,5.55816E+31,1.90511E+36,1389
1892519.413,3.58163E+12,6.7783E+18,1.28281E+25,2.42774E+31,4.59454E+37,8.69526E+43,1.64559E+50,34509,1190871081,4.10958E+13,1.41817E+18,4.89398E+22,1.68886E+27,5.82809E+31,2.01122E+36,1364
1892291.695,3.58077E+12,6.77586E+18,1.28219E+25,2.42628E+31,4.59122E+37,8.68794E+43,1.64401E+50,34741,1206937081,4.19302E+13,1.4567E+18,5.06071E+22,1.75814E+27,6.10796E+31,2.12197E+36,1339
1892061.019,3.57989E+12,6.77338E+18,1.28156E+25,2.4248E+31,4.58787E+37,8.68052E+43,1.64241E+50,34974,1223180676,4.27795E+13,1.49617E+18,5.23271E+22,1.83009E+27,6.40055E+31,2.23853E+36,1313
1891827.403,3.57901E+12,6.77087E+18,1.28093E+25,2.4233E+31,4.58447E+37,8.67302E+43,1.64079E+50,35207,1239532849,4.36402E+13,1.53644E+18,5.40935E+22,1.90447E+27,6.70507E+31,2.36065E+36,1279
1891589.867,3.57811E+12,6.76832E+18,1.28029E+25,2.42178E+31,4.58102E+37,8.6654E+43,1.63914E+50,35440,1255993600,4.45124E+13,1.57752E+18,5.59073E+22,1.98135E+27,7.02192E+31,2.48857E+36,1243
1891349.409,3.5772E+12,6.76574E+18,1.27964E+25,2.42024E+31,4.57752E+37,8.6577E+43,1.63747E+50,35672,1272491584,4.53923E+13,1.61923E+18,5.77613E+22,2.06046E+27,7.35008E+31,2.62192E+36,1207
1891104.032,3.57627E+12,6.76311E+18,1.27897E+25,2.41867E+31,4.57396E+37,8.64984E+43,1.63577E+50,35905,1289169025,4.62876E+13,1.66196E+18,5.96726E+22,2.14254E+27,7.6928E+31,2.7621E+36,1171
1890841.991,3.57528E+12,6.7603E+18,1.27827E+25,2.417E+31,4.57016E+37,8.64145E+43,1.63396E+50,36138,1305955044,4.71946E+13,1.70552E+18,6.1634E+22,2.22733E+27,8.04913E+31,2.90879E+36,1028
1890561.325,3.57422E+12,6.75729E+18,1.27751E+25,2.4152E+31,4.56609E+37,8.63248E+43,1.63202E+50,36371,1322849641,4.81134E+13,1.74993E+18,6.36467E+22,2.3149E+27,8.41951E+31,3.06226E+36,995
1890273.816,3.57314E+12,6.7542E+18,1.27673E+25,2.41337E+31,4.56193E+37,8.62329E+43,1.63004E+50,36603,1339779609,4.904E+13,1.79501E+18,6.57027E+22,2.40492E+27,8.80272E+31,3.22206E+36,961
1889980.409,3.57203E+12,6.75106E+18,1.27594E+25,2.4115E+31,4.55768E+37,8.61393E+43,1.62802E+50,36836,1356890896,4.99824E+13,1.84115E+18,6.78207E+22,2.49824E+27,9.20253E+31,3.38984E+36,926
1889678.179,3.57088E+12,6.74782E+18,1.27512E+25,2.40957E+31,4.55331E+37,8.60429E+43,1.62593E+50,37069,1374110761,5.09369E+13,1.88818E+18,6.9993E+22,2.59457E+27,9.61781E+31,3.56523E+36,891
1889369.089,3.56972E+12,6.74451E+18,1.27429E+25,2.4076E+31,4.54884E+37,8.59444E+43,1.62381E+50,37302,1391439204,5.19035E+13,1.9361E+18,7.22205E+22,2.69397E+27,1.0049E+32,3.7485E+36,855
1889049.235,3.56851E+12,6.74109E+18,1.27342E+25,2.40556E+31,4.54422E+37,8.58426E+43,1.62161E+50,37534,1408801156,5.28779E+13,1.98472E+18,7.44945E+22,2.79608E+27,1.04948E+32,3.93912E+36,819
1888719.561,3.56726E+12,6.73756E+18,1.27254E+25,2.40346E+31,4.53947E+37,8.57378E+43,1.61935E+50,37767,1426346289,5.38688E+13,2.03446E+18,7.68356E+22,2.90185E+27,1.09594E+32,4.13904E+36,781
1888378.125,3.56597E+12,6.7339E+18,1.27162E+25,2.40129E+31,4.53455E+37,8.56294E+43,1.61701E+50,38000,1444000000,5.4872E+13,2.08514E+18,7.92352E+22,3.01094E+27,1.14416E+32,4.34779E+36,743
1783273.366,3.18006E+12,5.67092E+18,1.01128E+25,1.80339E+31,3.21594E+37,5.73489E+43,1.02269E+50,38000,1444000000,5.4872E+13,2.08514E+18,7.92352E+22,3.01094E+27,1.14416E+32,4.34779E+36,887
1783138.253,3.17958E+12,5.66963E+18,1.01097E+25,1.80271E+31,3.21448E+37,5.73185E+43,1.02207E+50,38105,1451991025,5.53281E+13,2.10828E+18,8.03359E+22,3.0612E+27,1.16647E+32,4.44484E+36,869
1783002.142,3.1791E+12,5.66834E+18,1.01067E+25,1.80202E+31,3.213E+37,5.72879E+43,1.02144E+50,38211,1460080521,5.57911E+13,2.13184E+18,8.14596E+22,3.11265E+27,1.18938E+32,4.54472E+36,852
1782864.089,3.1786E+12,5.66702E+18,1.01035E+25,1.80132E+31,3.21151E+37,5.72569E+43,1.02081E+50,38316,1468115856,5.62523E+13,2.15536E+18,8.25849E+22,3.16432E+27,1.21244E+32,4.64559E+36,834
1782723.095,3.1781E+12,5.66568E+18,1.01003E+25,1.80061E+31,3.20999E+37,5.72252E+43,1.02017E+50,38421,1476173241,5.67161E+13,2.17909E+18,8.37227E+22,3.21671E+27,1.23589E+32,4.74842E+36,816
1782581.121,3.1776E+12,5.66432E+18,1.00971E+25,1.79989E+31,3.20845E+37,5.71933E+43,1.01952E+50,38526,1484252676,5.71823E+13,2.20301E+18,8.4873E+22,3.26982E+27,1.25973E+32,4.85324E+36,798
1782436.189,3.17708E+12,5.66294E+18,1.00938E+25,1.79916E+31,3.20689E+37,5.71608E+43,1.01885E+50,38632,1492431424,5.76556E+13,2.22735E+18,8.6047E+22,3.32417E+27,1.28419E+32,4.96109E+36,779
1782288.333,3.17655E+12,5.66153E+18,1.00905E+25,1.79841E+31,3.20529E+37,5.71276E+43,1.01818E+50,38737,1500555169,5.8127E+13,2.25167E+18,8.72228E+22,3.37875E+27,1.30883E+32,5.07E+36,761
1782137.537,3.17601E+12,5.66009E+18,1.00871E+25,1.79765E+31,3.20367E+37,5.70937E+43,1.01749E+50,38842,1508700964,5.8601E+13,2.27618E+18,8.84113E+22,3.43407E+27,1.33386E+32,5.18099E+36,742
1781984.781,3.17547E+12,5.65864E+18,1.00836E+25,1.79688E+31,3.20202E+37,5.70595E+43,1.01679E+50,38947,1516868809,5.90775E+13,2.30089E+18,8.96128E+22,3.49015E+27,1.35931E+32,5.2941E+36,723
1781829.067,3.17491E+12,5.65716E+18,1.00801E+25,1.7961E+31,3.20034E+37,5.70246E+43,1.01608E+50,39053,1525136809,5.95612E+13,2.32604E+18,9.08389E+22,3.54753E+27,1.38542E+32,5.41047E+36,706
1781670.43,3.17435E+12,5.65564E+18,1.00765E+25,1.7953E+31,3.19863E+37,5.69891E+43,1.01536E+50,39158,1533348964,6.00429E+13,2.35116E+18,9.20667E+22,3.60515E+27,1.4117E+32,5.52795E+36,692
1781508.852,3.17377E+12,5.65411E+18,1.00728E+25,1.79449E+31,3.19689E+37,5.69529E+43,1.01462E+50,39263,1541583169,6.05272E+13,2.37648E+18,9.33077E+22,3.66354E+27,1.43842E+32,5.64765E+36,677
1781344.333,3.17319E+12,5.65254E+18,1.00691E+25,1.79366E+31,3.19512E+37,5.69161E+43,1.01387E+50,39368,1549839424,6.10141E+13,2.402E+18,9.4562E+22,3.72272E+27,1.46556E+32,5.76961E+36,662
1781176.857,3.17259E+12,5.65095E+18,1.00653E+25,1.79281E+31,3.19332E+37,5.68787E+43,1.01311E+50,39474,1558196676,6.15083E+13,2.42798E+18,9.5842E+22,3.78327E+27,1.49341E+32,5.89507E+36,646
1781006.457,3.17198E+12,5.64932E+18,1.00615E+25,1.79196E+31,3.19149E+37,5.68406E+43,1.01233E+50,39579,1566497241,6.20004E+13,2.45391E+18,9.71234E+22,3.84405E+27,1.52144E+32,6.02169E+36,631
1780832.137,3.17136E+12,5.64767E+18,1.00575E+25,1.79108E+31,3.18961E+37,5.68016E+43,1.01154E+50,39684,1574819856,6.24952E+13,2.48006E+18,9.84186E+22,3.90564E+27,1.54992E+32,6.15069E+36,615
1780653.895,3.17073E+12,5.64597E+18,1.00535E+25,1.79018E+31,3.1877E+37,5.67619E+43,1.01073E+50,39789,1583164521,6.29925E+13,2.50641E+18,9.97275E+22,3.96806E+27,1.57885E+32,6.28209E+36,599
1780471.716,3.17008E+12,5.64424E+18,1.00494E+25,1.78927E+31,3.18574E+37,5.67212E+43,1.00991E+50,39895,1591611025,6.34973E+13,2.53323E+18,1.01063E+23,4.03191E+27,1.60853E+32,6.41723E+36,583
1780286.614,3.16942E+12,5.64248E+18,1.00452E+25,1.78834E+31,3.18375E+37,5.668E+43,1.00907E+50,40000,1600000000,6.4E+13,2.56E+18,1.024E+23,4.096E+27,1.6384E+32,6.5536E+36,567
1565922.728,2.45211E+12,3.83982E+18,6.01286E+24,9.41568E+30,1.47442E+37,2.30883E+43,3.61545E+49,40000,1600000000,6.4E+13,2.56E+18,1.024E+23,4.096E+27,1.6384E+32,6.5536E+36,948
1565751.751,2.45158E+12,3.83856E+18,6.01024E+24,9.41054E+30,1.47346E+37,2.30707E+43,3.6123E+49,40158,1612664964,6.47614E+13,2.60069E+18,1.04438E+23,4.19404E+27,1.68424E+32,6.76358E+36,926
1565577.834,2.45103E+12,3.83728E+18,6.00757E+24,9.40531E+30,1.47248E+37,2.30527E+43,3.60909E+49,40316,1625379856,6.55288E+13,2.64186E+18,1.06509E+23,4.29403E+27,1.73118E+32,6.97942E+36,905
1565400.977,2.45048E+12,3.83598E+18,6.00485E+24,9.4E+30,1.47148E+37,2.30345E+43,3.60583E+49,40474,1638144676,6.63023E+13,2.68352E+18,1.08613E+23,4.39599E+27,1.77923E+32,7.20127E+36,883
1565221.18,2.44992E+12,3.83466E+18,6.00209E+24,9.39461E+30,1.47046E+37,2.3016E+43,3.60251E+49,40632,1650959424,6.70818E+13,2.72567E+18,1.10749E+23,4.49997E+27,1.82843E+32,7.42926E+36,861
1565038.457,2.44935E+12,3.83332E+18,5.99929E+24,9.38912E+30,1.46943E+37,2.29972E+43,3.59915E+49,40789,1663742521,6.78624E+13,2.76804E+18,1.12906E+23,4.6053E+27,1.87846E+32,7.66204E+36,838
1564851.798,2.44876E+12,3.83195E+18,5.99643E+24,9.38353E+30,1.46838E+37,2.2978E+43,3.59572E+49,40947,1676656809,6.86541E+13,2.81118E+18,1.15109E+23,4.71338E+27,1.92999E+32,7.90272E+36,816
1564660.239,2.44816E+12,3.83054E+18,5.9935E+24,9.37778E+30,1.4673E+37,2.29583E+43,3.5922E+49,41105,1689621025,6.94519E+13,2.85482E+18,1.17347E+23,4.82356E+27,1.98273E+32,8.14999E+36,792
1564465.74,2.44755E+12,3.82911E+18,5.99052E+24,9.37196E+30,1.46621E+37,2.29384E+43,3.58863E+49,41263,1702635169,7.02558E+13,2.89897E+18,1.1962E+23,4.93588E+27,2.03669E+32,8.40401E+36,769
1564266.339,2.44693E+12,3.82765E+18,5.98746E+24,9.36599E+30,1.46509E+37,2.29179E+43,3.58497E+49,41421,1715699241,7.1066E+13,2.94362E+18,1.21928E+23,5.05037E+27,2.09192E+32,8.66492E+36,745
1564061.058,2.44629E+12,3.82614E+18,5.98432E+24,9.35984E+30,1.46394E+37,2.28969E+43,3.58121E+49,41579,1728813241,7.18823E+13,2.9888E+18,1.24271E+23,5.16707E+27,2.14842E+32,8.9329E+36,721
1563851.856,2.44563E+12,3.82461E+18,5.98112E+24,9.35358E+30,1.46276E+37,2.28754E+43,3.57738E+49,41737,1741977169,7.27049E+13,3.03448E+18,1.2665E+23,5.286E+27,2.20622E+32,9.2081E+36,696
1563635.793,2.44496E+12,3.82302E+18,5.97781E+24,9.34712E+30,1.46155E+37,2.28533E+43,3.57343E+49,41895,1755191025,7.35337E+13,3.0807E+18,1.29066E+23,5.40721E+27,2.26535E+32,9.49068E+36,671
1563413.849,2.44426E+12,3.82139E+18,5.97442E+24,9.34049E+30,1.46031E+37,2.28306E+43,3.56937E+49,42053,1768454809,7.43688E+13,3.12743E+18,1.31518E+23,5.53072E+27,2.32583E+32,9.78083E+36,646
1563184.064,2.44354E+12,3.81971E+18,5.97091E+24,9.33363E+30,1.45902E+37,2.28071E+43,3.56518E+49,42211,1781768521,7.52102E+13,3.1747E+18,1.34007E+23,5.65658E+27,2.3877E+32,1.00787E+37,620
1562946.452,2.4428E+12,3.81797E+18,5.96728E+24,9.32654E+30,1.45769E+37,2.27829E+43,3.56084E+49,42368,1795047424,7.60526E+13,3.2222E+18,1.36518E+23,5.78399E+27,2.45056E+32,1.03825E+37,594
1562700.003,2.44203E+12,3.81616E+18,5.96352E+24,9.31919E+30,1.45631E+37,2.27577E+43,3.55635E+49,42526,1808460676,7.69066E+13,3.27053E+18,1.39083E+23,5.91462E+27,2.51525E+32,1.06964E+37,567
1562443.753,2.44123E+12,3.81429E+18,5.95961E+24,9.31155E+30,1.45488E+37,2.27316E+43,3.55169E+49,42684,1821923856,7.7767E+13,3.31941E+18,1.41686E+23,6.04771E+27,2.5814E+32,1.10185E+37,540
1562176.72,2.4404E+12,3.81233E+18,5.95553E+24,9.3036E+30,1.45339E+37,2.27045E+43,3.54684E+49,42842,1835436964,7.86338E+13,3.36883E+18,1.44327E+23,6.18327E+27,2.64904E+32,1.1349E+37,512
1561896.945,2.43952E+12,3.81028E+18,5.95127E+24,9.29527E+30,1.45182E+37,2.2676E+43,3.54176E+49,43000,1849000000,7.9507E+13,3.4188E+18,1.47008E+23,6.32136E+27,2.71819E+32,1.16882E+37,484
1262182.503,1.5931E+12,2.01079E+18,2.53798E+24,3.2034E+30,4.04327E+36,5.10335E+42,6.44136E+48,26067,679488489,1.77122E+13,4.61705E+17,1.20353E+22,3.13723E+26,8.17782E+30,2.13171E+35,2941
1261405.55,1.59114E+12,2.00708E+18,2.53174E+24,3.19355E+30,4.02836E+36,5.0814E+42,6.4097E+48,27405,751034025,2.05821E+13,5.64052E+17,1.54578E+22,4.23622E+26,1.16094E+31,3.18155E+35,2768
1260608.016,1.58913E+12,2.00327E+18,2.52534E+24,3.18347E+30,4.0131E+36,5.05895E+42,6.37735E+48,28744,826217536,2.37488E+13,6.82635E+17,1.96217E+22,5.64005E+26,1.62118E+31,4.65991E+35,2599
1259786.973,1.58706E+12,1.99936E+18,2.51877E+24,3.17311E+30,3.99745E+36,5.03593E+42,6.3442E+48,30083,904986889,2.72247E+13,8.19001E+17,2.4638E+22,7.41185E+26,2.22971E+31,6.70763E+35,2429
1258936.54,1.58492E+12,1.99532E+18,2.51198E+24,3.16242E+30,3.98128E+36,5.01218E+42,6.31002E+48,31422,987342084,3.10243E+13,9.74844E+17,3.06316E+22,9.62505E+26,3.02438E+31,9.50322E+35,2232
1258050.836,1.58269E+12,1.99111E+18,2.50491E+24,3.15131E+30,3.96451E+36,4.98755E+42,6.27459E+48,32761,1073283121,3.51618E+13,1.15194E+18,3.77386E+22,1.23635E+27,4.05042E+31,1.32696E+36,2050
1257127.901,1.58037E+12,1.98673E+18,2.49757E+24,3.13977E+30,3.94709E+36,4.96199E+42,6.23786E+48,34100,1162810000,3.96518E+13,1.35213E+18,4.61075E+22,1.57227E+27,5.36143E+31,1.82825E+36,1895
1256158.914,1.57794E+12,1.98214E+18,2.48988E+24,3.12768E+30,3.92887E+36,4.93528E+42,6.1995E+48,35439,1255922721,4.45086E+13,1.57734E+18,5.58994E+22,1.98102E+27,7.02054E+31,2.48801E+36,1739
1256158.914,1.57794E+12,1.98214E+18,2.48988E+24,3.12768E+30,3.92887E+36,4.93528E+42,6.1995E+48,35439,1255922721,4.45086E+13,1.57734E+18,5.58994E+22,1.98102E+27,7.02054E+31,2.48801E+36,2569
1255956.105,1.57743E+12,1.98118E+18,2.48827E+24,3.12516E+30,3.92506E+36,4.92971E+42,6.1915E+48,35837,1284290569,4.60251E+13,1.6494E+18,5.91096E+22,2.11831E+27,7.59139E+31,2.72053E+36,2492
