WGT,WGT^2,WGT^3,WGT^4,WGT^5,WGT^6,WGT^7,WGT^8,ALT,ALT^2,ALT^3,ALT^4,ALT^5,ALT^6,ALT^7,ALT^8,ROC
1565485.856,2.45075E+12,3.83661E+18,6.00616E+24,9.40255E+30,1.47196E+37,2.30433E+43,3.60739E+49,40632,1650959424,6.70818E+13,2.72567E+18,1.10749E+23,4.49997E+27,1.82843E+32,7.42926E+36,860
1565302.153,2.45017E+12,3.83526E+18,6.00334E+24,9.39704E+30,1.47092E+37,2.30243E+43,3.60401E+49,40789,1663742521,6.78624E+13,2.76804E+18,1.12906E+23,4.6053E+27,1.87846E+32,7.66204E+36,838
1565115.494,2.44959E+12,3.83389E+18,6.00047E+24,9.39143E+30,1.46987E+37,2.30051E+43,3.60057E+49,40947,1676656809,6.86541E+13,2.81118E+18,1.15109E+23,4.71338E+27,1.92999E+32,7.90272E+36,815
1564924.915,2.44899E+12,3.83249E+18,5.99755E+24,9.38572E+30,1.46879E+37,2.29855E+43,3.59706E+49,41105,1689621025,6.94519E+13,2.85482E+18,1.17347E+23,4.82356E+27,1.98273E+32,8.14999E+36,792
1564729.434,2.44838E+12,3.83105E+18,5.99456E+24,9.37986E+30,1.46769E+37,2.29654E+43,3.59347E+49,41263,1702635169,7.02558E+13,2.89897E+18,1.1962E+23,4.93588E+27,2.03669E+32,8.40401E+36,768
1564530.034,2.44775E+12,3.82959E+18,5.9915E+24,9.37388E+30,1.46657E+37,2.2945E+43,3.58981E+49,41421,1715699241,7.1066E+13,2.94362E+18,1.21928E+23,5.05037E+27,2.09192E+32,8.66492E+36,745
1564324.752,2.44711E+12,3.82808E+18,5.98836E+24,9.36773E+30,1.46542E+37,2.29239E+43,3.58604E+49,41579,1728813241,7.18823E+13,2.9888E+18,1.24271E+23,5.16707E+27,2.14842E+32,8.9329E+36,720
1564115.55,2.44646E+12,3.82654E+18,5.98515E+24,9.36147E+30,1.46424E+37,2.29024E+43,3.58221E+49,41737,1741977169,7.27049E+13,3.03448E+18,1.2665E+23,5.286E+27,2.20622E+32,9.2081E+36,696
1563899.487,2.44578E+12,3.82496E+18,5.98185E+24,9.35501E+30,1.46303E+37,2.28803E+43,3.57825E+49,41895,1755191025,7.35337E+13,3.0807E+18,1.29066E+23,5.40721E+27,2.26535E+32,9.49068E+36,671
1563676.562,2.44508E+12,3.82332E+18,5.97844E+24,9.34834E+30,1.46178E+37,2.28575E+43,3.57417E+49,42053,1768454809,7.43688E+13,3.12743E+18,1.31518E+23,5.53072E+27,2.32583E+32,9.78083E+36,645
1563446.776,2.44437E+12,3.82164E+18,5.97492E+24,9.34148E+30,1.46049E+37,2.2834E+43,3.56997E+49,42211,1781768521,7.52102E+13,3.1747E+18,1.34007E+23,5.65658E+27,2.3877E+32,1.00787E+37,619
1563209.164,2.44362E+12,3.81989E+18,5.97129E+24,9.33438E+30,1.45916E+37,2.28097E+43,3.56563E+49,42368,1795047424,7.60526E+13,3.2222E+18,1.36518E+23,5.78399E+27,2.45056E+32,1.03825E+37,593
1562962.714,2.44285E+12,3.81809E+18,5.96753E+24,9.32702E+30,1.45778E+37,2.27845E+43,3.56114E+49,42526,1808460676,7.69066E+13,3.27053E+18,1.39083E+23,5.91462E+27,2.51525E+32,1.06964E+37,566
1562706.464,2.44205E+12,3.81621E+18,5.96362E+24,9.31938E+30,1.45635E+37,2.27584E+43,3.55647E+49,42684,1821923856,7.7767E+13,3.31941E+18,1.41686E+23,6.04771E+27,2.5814E+32,1.10185E+37,539
1562438.45,2.44121E+12,3.81425E+18,5.95953E+24,9.31139E+30,1.45485E+37,2.27311E+43,3.55159E+49,42842,1835436964,7.86338E+13,3.36883E+18,1.44327E+23,6.18327E+27,2.64904E+32,1.1349E+37,512
1562158.675,2.44034E+12,3.8122E+18,5.95526E+24,9.30306E+30,1.45329E+37,2.27026E+43,3.54651E+49,43000,1849000000,7.9507E+13,3.4188E+18,1.47008E+23,6.32136E+27,2.71819E+32,1.16882E+37,483
2072811.997,4.29655E+12,8.90594E+18,1.84603E+25,3.82648E+31,7.93158E+37,1.64407E+44,3.40784E+50,35,1225,42875,1500625,52521875,1838265625,64339296875,2.25188E+12,2580
2072625.294,4.29578E+12,8.90353E+18,1.84537E+25,3.82476E+31,7.92729E+37,1.64303E+44,3.40539E+50,198,39204,7762392,1536953616,3.04317E+11,6.02547E+13,1.19304E+16,2.36223E+18,2572
2072438.591,4.295E+12,8.90113E+18,1.8447E+25,3.82304E+31,7.92301E+37,1.64199E+44,3.40293E+50,361,130321,47045881,16983563041,6.13107E+12,2.21331E+15,7.99007E+17,2.88441E+20,2564
2072251.888,4.29423E+12,8.89872E+18,1.84404E+25,3.82131E+31,7.91873E+37,1.64096E+44,3.40048E+50,523,273529,143055667,74818113841,3.91299E+13,2.04649E+16,1.07032E+19,5.59775E+21,2556
2072065.185,4.29345E+12,8.89632E+18,1.84337E+25,3.81959E+31,7.91445E+37,1.63992E+44,3.39803E+50,686,470596,322828856,2.21461E+11,1.51922E+14,1.04218E+17,7.14939E+19,4.90448E+22,2548
2071878.482,4.29268E+12,8.89391E+18,1.84271E+25,3.81787E+31,7.91017E+37,1.63889E+44,3.39558E+50,849,720801,611960049,5.19554E+11,4.41101E+14,3.74495E+17,3.17946E+20,2.69936E+23,2540
2071691.779,4.29191E+12,8.89151E+18,1.84205E+25,3.81615E+31,7.90589E+37,1.63786E+44,3.39314E+50,1012,1024144,1036433728,1.04887E+12,1.06146E+15,1.07419E+18,1.08709E+21,1.10013E+24,2531
2071505.077,4.29113E+12,8.8891E+18,1.84138E+25,3.81443E+31,7.90162E+37,1.63682E+44,3.39069E+50,1174,1378276,1618096024,1.89964E+12,2.23018E+15,2.61823E+18,3.07381E+21,3.60865E+24,2523
2071318.374,4.29036E+12,8.8867E+18,1.84072E+25,3.81271E+31,7.89735E+37,1.63579E+44,3.38825E+50,1337,1787569,2389979753,3.1954E+12,4.27225E+15,5.712E+18,7.63695E+21,1.02106E+25,2515
2071131.671,4.28959E+12,8.8843E+18,1.84006E+25,3.811E+31,7.89308E+37,1.63476E+44,3.3858E+50,1500,2250000,3375000000,5.0625E+12,7.59375E+15,1.13906E+19,1.70859E+22,2.56289E+25,2507
2065241.73,4.26522E+12,8.80872E+18,1.81921E+25,3.75711E+31,7.75935E+37,1.60249E+44,3.30954E+50,6868,47169424,3.2396E+11,2.22495E+15,1.5281E+19,1.0495E+23,7.20795E+26,4.95042E+30,2996
2064869.312,4.26369E+12,8.80395E+18,1.8179E+25,3.75373E+31,7.75096E+37,1.60047E+44,3.30476E+50,7316,53523856,3.91581E+11,2.8648E+15,2.09589E+19,1.53335E+23,1.1218E+27,8.2071E+30,2963
2064495.912,4.26214E+12,8.79918E+18,1.81659E+25,3.75034E+31,7.74255E+37,1.59845E+44,3.29999E+50,7763,60264169,4.67831E+11,3.63177E+15,2.81934E+19,2.18866E+23,1.69905E+27,1.31898E+31,2931
2064122.511,4.2606E+12,8.7944E+18,1.81527E+25,3.74695E+31,7.73415E+37,1.59642E+44,3.29522E+50,8211,67420521,5.5359E+11,4.54553E+15,3.73233E+19,3.06462E+23,2.51636E+27,2.06618E+31,2897
2063748.129,4.25906E+12,8.78962E+18,1.81396E+25,3.74355E+31,7.72574E+37,1.5944E+44,3.29044E+50,8658,74960964,6.49012E+11,5.61915E+15,4.86506E+19,4.21217E+23,3.64689E+27,3.15748E+31,2864
2063372.764,4.25751E+12,8.78482E+18,1.81264E+25,3.74015E+31,7.71731E+37,1.59237E+44,3.28565E+50,9105,82901025,7.54814E+11,6.87258E+15,6.25748E+19,5.69744E+23,5.18752E+27,4.72324E+31,2830
2062996.417,4.25595E+12,8.78002E+18,1.81131E+25,3.73674E+31,7.70887E+37,1.59034E+44,3.28086E+50,9553,91259809,8.71805E+11,8.32835E+15,7.95608E+19,7.60044E+23,7.2607E+27,6.93615E+31,2796
2062619.087,4.2544E+12,8.7752E+18,1.80999E+25,3.73332E+31,7.70042E+37,1.5883E+44,3.27606E+50,10000,100000000,1E+12,1E+16,1E+20,1E+24,1E+28,1E+32,2761
2061507.735,4.24981E+12,8.76102E+18,1.80609E+25,3.72327E+31,7.67556E+37,1.58232E+44,3.26197E+50,10000,100000000,1E+12,1E+16,1E+20,1E+24,1E+28,1E+32,2837
2060474.013,4.24555E+12,8.74785E+18,1.80247E+25,3.71395E+31,7.65249E+37,1.57678E+44,3.24891E+50,11213,125731369,1.40983E+12,1.58084E+16,1.77259E+20,1.98761E+24,2.22871E+28,2.49905E+32,2733
2059428.501,4.24125E+12,8.73454E+18,1.79882E+25,3.70453E+31,7.62922E+37,1.57118E+44,3.23574E+50,12425,154380625,1.91818E+12,2.38334E+16,2.9613E+20,3.67941E+24,4.57167E+28,5.6803E+32,2626
2058369.235,4.23688E+12,8.72107E+18,1.79512E+25,3.69502E+31,7.60571E+37,1.56554E+44,3.22245E+50,13638,185995044,2.5366E+12,3.45942E+16,4.71795E+20,6.43434E+24,8.77516E+28,1.19676E+33,2517
2057292.284,4.23245E+12,8.70739E+18,1.79136E+25,3.68536E+31,7.58186E+37,1.55981E+44,3.20899E+50,14850,220522500,3.27476E+12,4.86302E+16,7.22158E+20,1.0724E+25,1.59252E+29,2.36489E+33,2407
2056197.648,4.22795E+12,8.6935E+18,1.78756E+25,3.67557E+31,7.55769E+37,1.55401E+44,3.19535E+50,16063,258019969,4.14457E+12,6.65743E+16,1.06938E+21,1.71775E+25,2.75922E+29,4.43214E+33,2298
2055083.362,4.22337E+12,8.67937E+18,1.78368E+25,3.66562E+31,7.53315E+37,1.54813E+44,3.18153E+50,17275,298425625,5.1553E+12,8.90579E+16,1.53847E+21,2.65771E+25,4.5912E+29,7.9313E+33,2199
2053948.443,4.2187E+12,8.665E+18,1.77975E+25,3.65551E+31,7.50822E+37,1.54215E+44,3.1675E+50,18488,341806144,6.31931E+12,1.16831E+17,2.15998E+21,3.99337E+25,7.38294E+29,1.36496E+34,2098
2052788.962,4.21394E+12,8.65033E+18,1.77573E+25,3.6452E+31,7.48283E+37,1.53607E+44,3.15322E+50,19701,388129401,7.64654E+12,1.50644E+17,2.96785E+21,5.84695E+25,1.15191E+30,2.26937E+34,1996
2051602.953,4.20907E+12,8.63535E+18,1.77163E+25,3.63468E+31,7.45693E+37,1.52987E+44,3.13868E+50,20913,437353569,9.14638E+12,1.91278E+17,4.0002E+21,8.36562E+25,1.7495E+30,3.65873E+34,1898
2050387.469,4.20409E+12,8.62001E+18,1.76744E+25,3.62393E+31,7.43046E+37,1.52353E+44,3.12383E+50,22126,489559876,1.0832E+13,2.39669E+17,5.30291E+21,1.17332E+26,2.59609E+30,5.74412E+34,1801
2049139.562,4.19897E+12,8.60428E+18,1.76314E+25,3.61291E+31,7.40337E+37,1.51705E+44,3.10865E+50,23338,544662244,1.27113E+13,2.96657E+17,6.92338E+21,1.61578E+26,3.7709E+30,8.80054E+34,1704
2047854.318,4.19371E+12,8.5881E+18,1.75872E+25,3.6016E+31,7.37555E+37,1.5104E+44,3.09309E+50,24551,602751601,1.47982E+13,3.63309E+17,8.91961E+21,2.18985E+26,5.37631E+30,1.31994E+35,1610
2046527.809,4.18828E+12,8.57142E+18,1.75417E+25,3.58995E+31,7.34693E+37,1.50357E+44,3.0771E+50,25763,663732169,1.70997E+13,4.4054E+17,1.13496E+22,2.92401E+26,7.53312E+30,1.94076E+35,1511
2045152.174,4.18265E+12,8.55415E+18,1.74945E+25,3.5779E+31,7.31735E+37,1.49651E+44,3.06059E+50,26976,727704576,1.96306E+13,5.29554E+17,1.42852E+22,3.85359E+26,1.03954E+31,2.80427E+35,1410
2043720.534,4.17679E+12,8.5362E+18,1.74456E+25,3.56539E+31,7.28667E+37,1.48919E+44,3.04349E+50,28188,794563344,2.23972E+13,6.31331E+17,1.7796E+22,5.01632E+26,1.414E+31,3.98579E+35,1310
2042223.065,4.17068E+12,8.51745E+18,1.73945E+25,3.55235E+31,7.25469E+37,1.48157E+44,3.0257E+50,29401,864418801,2.54148E+13,7.4722E+17,2.1969E+22,6.45911E+26,1.89904E+31,5.58338E+35,1211
2040646.011,4.16424E+12,8.49773E+18,1.73409E+25,3.53866E+31,7.22114E+37,1.47358E+44,3.00706E+50,30614,937216996,2.8692E+13,8.78376E+17,2.68906E+22,8.23229E+26,2.52023E+31,7.71544E+35,1105
2038967.755,4.15739E+12,8.47678E+18,1.72839E+25,3.52413E+31,7.18559E+37,1.46512E+44,2.98733E+50,31826,1012894276,3.22364E+13,1.02595E+18,3.2652E+22,1.03918E+27,3.30731E+31,1.05258E+36,995
2037161.77,4.15003E+12,8.45428E+18,1.72227E+25,3.50855E+31,7.14748E+37,1.45606E+44,2.96623E+50,33039,1091575521,3.60646E+13,1.19154E+18,3.93672E+22,1.30065E+27,4.29723E+31,1.41976E+36,891
2037161.77,4.15003E+12,8.45428E+18,1.72227E+25,3.50855E+31,7.14748E+37,1.45606E+44,2.96623E+50,33039,1091575521,3.60646E+13,1.19154E+18,3.93672E+22,1.30065E+27,4.29723E+31,1.41976E+36,1302
2036996.696,4.14936E+12,8.45222E+18,1.72172E+25,3.50713E+31,7.14401E+37,1.45523E+44,2.9643E+50,33195,1101908025,3.65778E+13,1.2142E+18,4.03054E+22,1.33794E+27,4.44129E+31,1.47428E+36,1286
2036829.658,4.14868E+12,8.45014E+18,1.72115E+25,3.50569E+31,7.14049E+37,1.4544E+44,2.96236E+50,33350,1112222500,3.70926E+13,1.23704E+18,4.12552E+22,1.37586E+27,4.5885E+31,1.53027E+36,1270
2036661.637,4.14799E+12,8.44805E+18,1.72058E+25,3.50424E+31,7.13696E+37,1.45356E+44,2.9604E+50,33506,1122652036,3.76156E+13,1.26035E+18,4.22292E+22,1.41493E+27,4.74087E+31,1.58848E+36,1253
2036492.633,4.1473E+12,8.44595E+18,1.72001E+25,3.50279E+31,7.13341E+37,1.45271E+44,2.95844E+50,33662,1133130244,3.81434E+13,1.28398E+18,4.32215E+22,1.45492E+27,4.89756E+31,1.64862E+36,1237
2036321.665,4.14661E+12,8.44382E+18,1.71943E+25,3.50132E+31,7.12982E+37,1.45186E+44,2.95645E+50,33818,1143657124,3.86762E+13,1.30795E+18,4.42323E+22,1.49585E+27,5.05866E+31,1.71074E+36,1220
2036149.713,4.14591E+12,8.44168E+18,1.71885E+25,3.49984E+31,7.1262E+37,1.451E+44,2.95446E+50,33974,1154232676,3.92139E+13,1.33225E+18,4.5262E+22,1.53773E+27,5.22428E+31,1.7749E+36,1203
2035976.78,4.1452E+12,8.43953E+18,1.71827E+25,3.49836E+31,7.12257E+37,1.45014E+44,2.95245E+50,34130,1164856900,3.97566E+13,1.35689E+18,4.63107E+22,1.58058E+27,5.39454E+31,1.84115E+36,1186
2035801.881,4.14449E+12,8.43736E+18,1.71768E+25,3.49685E+31,7.1189E+37,1.44927E+44,2.95042E+50,34286,1175529796,4.03042E+13,1.38187E+18,4.73788E+22,1.62443E+27,5.56952E+31,1.90957E+36,1168
2035625.017,4.14377E+12,8.43516E+18,1.71708E+25,3.49534E+31,7.11519E+37,1.44839E+44,2.94837E+50,34441,1186182481,4.08533E+13,1.40703E+18,4.84595E+22,1.66899E+27,5.74818E+31,1.97973E+36,1150
2035447.17,4.14305E+12,8.43295E+18,1.71648E+25,3.49381E+31,7.11146E+37,1.4475E+44,2.94631E+50,34597,1196952409,4.1411E+13,1.4327E+18,4.9567E+22,1.71487E+27,5.93293E+31,2.05262E+36,1133
2035267.359,4.14231E+12,8.43071E+18,1.71588E+25,3.49227E+31,7.1077E+37,1.44661E+44,2.94423E+50,34753,1207771009,4.19737E+13,1.45871E+18,5.06946E+22,1.76179E+27,6.12274E+31,2.12784E+36,1114
2035085.582,4.14157E+12,8.42846E+18,1.71526E+25,3.49071E+31,7.10389E+37,1.4457E+44,2.94213E+50,34909,1218638281,4.25414E+13,1.48508E+18,5.18426E+22,1.80977E+27,6.31774E+31,2.20546E+36,1096
2034901.84,4.14083E+12,8.42617E+18,1.71464E+25,3.48913E+31,7.10004E+37,1.44479E+44,2.94E+50,35065,1229554225,4.31143E+13,1.5118E+18,5.30114E+22,1.85884E+27,6.51804E+31,2.28555E+36,1075
2034716.134,4.14007E+12,8.42387E+18,1.71402E+25,3.48754E+31,7.09615E+37,1.44387E+44,2.93786E+50,35221,1240518841,4.36923E+13,1.53889E+18,5.42011E+22,1.90902E+27,6.72375E+31,2.36817E+36,1051
2034526.497,4.1393E+12,8.42151E+18,1.71338E+25,3.48591E+31,7.09219E+37,1.44292E+44,2.93567E+50,35377,1251532129,4.42755E+13,1.56633E+18,5.54122E+22,1.96032E+27,6.93501E+31,2.4534E+36,1027
2034334.895,4.13852E+12,8.41913E+18,1.71273E+25,3.48427E+31,7.08818E+37,1.44197E+44,2.93346E+50,35532,1262523024,4.486E+13,1.59396E+18,5.66367E+22,2.01242E+27,7.15052E+31,2.54072E+36,1003
2034139.362,4.13772E+12,8.41671E+18,1.71208E+25,3.4826E+31,7.08409E+37,1.441E+44,2.9312E+50,35688,1273633344,4.54534E+13,1.62214E+18,5.7891E+22,2.06601E+27,7.37319E+31,2.63134E+36,978
2033940.882,4.13692E+12,8.41424E+18,1.71141E+25,3.4809E+31,7.07995E+37,1.44002E+44,2.92891E+50,35844,1284792336,4.60521E+13,1.65069E+18,5.91674E+22,2.1208E+27,7.60178E+31,2.72478E+36,953
2033738.472,4.13609E+12,8.41173E+18,1.71073E+25,3.47917E+31,7.07572E+37,1.43902E+44,2.92658E+50,36000,1296000000,4.6656E+13,1.67962E+18,6.04662E+22,2.17678E+27,7.83642E+31,2.82111E+36,928
1972874.591,3.89223E+12,7.67889E+18,1.51495E+25,2.9888E+31,5.89653E+37,1.16331E+44,2.29507E+50,36000,1296000000,4.6656E+13,1.67962E+18,6.04662E+22,2.17678E+27,7.83642E+31,2.82111E+36,1012
1972738.029,3.8917E+12,7.6773E+18,1.51453E+25,2.98777E+31,5.89409E+37,1.16275E+44,2.2938E+50,36105,1303571025,4.70654E+13,1.6993E+18,6.13531E+22,2.21515E+27,7.99782E+31,2.88761E+36,899
1972593.608,3.89113E+12,7.67561E+18,1.51409E+25,2.98668E+31,5.8915E+37,1.16215E+44,2.29246E+50,36211,1311236521,4.74812E+13,1.71934E+18,6.22591E+22,2.25446E+27,8.16364E+31,2.95613E+36,883
1972447.222,3.89055E+12,7.6739E+18,1.51364E+25,2.98557E+31,5.88888E+37,1.16155E+44,2.2911E+50,36316,1318851856,4.78954E+13,1.73937E+18,6.3167E+22,2.29397E+27,8.33079E+31,3.02541E+36,866
1972297.889,3.88996E+12,7.67216E+18,1.51318E+25,2.98444E+31,5.8862E+37,1.16093E+44,2.28971E+50,36421,1326489241,4.83121E+13,1.75957E+18,6.40854E+22,2.33406E+27,8.50086E+31,3.0961E+36,850
1972147.573,3.88937E+12,7.6704E+18,1.51272E+25,2.9833E+31,5.88351E+37,1.16031E+44,2.28831E+50,36526,1334148676,4.87311E+13,1.77995E+18,6.50146E+22,2.37472E+27,8.67391E+31,3.16823E+36,833
1971994.31,3.88876E+12,7.66862E+18,1.51225E+25,2.98214E+31,5.88077E+37,1.15968E+44,2.28689E+50,36632,1341903424,4.91566E+13,1.8007E+18,6.59634E+22,2.41637E+27,8.85165E+31,3.24254E+36,817
1971839.082,3.88815E+12,7.6668E+18,1.51177E+25,2.98097E+31,5.87799E+37,1.15904E+44,2.28545E+50,36737,1349607169,4.95805E+13,1.82144E+18,6.69142E+22,2.45823E+27,9.03079E+31,3.31764E+36,800
1971680.907,3.88753E+12,7.66496E+18,1.51129E+25,2.97977E+31,5.87516E+37,1.15839E+44,2.28398E+50,36842,1357332964,5.00069E+13,1.84235E+18,6.7876E+22,2.50069E+27,9.21303E+31,3.39426E+36,783
1971520.767,3.88689E+12,7.66309E+18,1.51079E+25,2.97856E+31,5.8723E+37,1.15774E+44,2.2825E+50,36947,1365080809,5.04356E+13,1.86345E+18,6.88487E+22,2.54375E+27,9.39841E+31,3.47243E+36,765
1971357.679,3.88625E+12,7.66119E+18,1.51029E+25,2.97733E+31,5.86938E+37,1.15707E+44,2.28099E+50,37053,1372924809,5.0871E+13,1.88492E+18,6.9842E+22,2.58786E+27,9.58879E+31,3.55293E+36,748
1971190.662,3.88559E+12,7.65924E+18,1.50978E+25,2.97607E+31,5.8664E+37,1.15638E+44,2.27944E+50,37158,1380716964,5.13047E+13,1.90638E+18,7.08372E+22,2.63217E+27,9.78062E+31,3.63428E+36,730
1971021.68,3.88493E+12,7.65727E+18,1.50927E+25,2.97479E+31,5.86338E+37,1.15569E+44,2.27788E+50,37263,1388531169,5.17408E+13,1.92802E+18,7.18438E+22,2.67711E+27,9.97573E+31,3.71726E+36,712
1970848.768,3.88424E+12,7.65526E+18,1.50874E+25,2.97349E+31,5.8603E+37,1.15498E+44,2.27628E+50,37368,1396367424,5.21795E+13,1.94984E+18,7.28617E+22,2.7227E+27,1.01742E+32,3.80188E+36,694
1970672.909,3.88355E+12,7.65321E+18,1.5082E+25,2.97216E+31,5.85716E+37,1.15426E+44,2.27466E+50,37474,1404300676,5.26248E+13,1.97206E+18,7.3901E+22,2.76937E+27,1.03779E+32,3.88902E+36,676
1970493.12,3.88284E+12,7.65112E+18,1.50765E+25,2.97081E+31,5.85396E+37,1.15352E+44,2.273E+50,37579,1412181241,5.30684E+13,1.99426E+18,7.49421E+22,2.81625E+27,1.05832E+32,3.97706E+36,658
1970308.419,3.88212E+12,7.64896E+18,1.50708E+25,2.96942E+31,5.85067E+37,1.15276E+44,2.2713E+50,37684,1420083856,5.35144E+13,2.01664E+18,7.5995E+22,2.8638E+27,1.07919E+32,4.06683E+36,639
1970119.788,3.88137E+12,7.64677E+18,1.5065E+25,2.968E+31,5.84731E+37,1.15199E+44,2.26956E+50,37789,1428008521,5.3963E+13,2.03921E+18,7.70596E+22,2.91201E+27,1.10042E+32,4.15837E+36,620
1969927.228,3.88061E+12,7.64453E+18,1.50592E+25,2.96654E+31,5.84388E+37,1.1512E+44,2.26778E+50,37895,1436031025,5.44184E+13,2.06219E+18,7.81465E+22,2.96136E+27,1.12221E+32,4.25261E+36,601
1969728.773,3.87983E+12,7.64222E+18,1.50531E+25,2.96505E+31,5.84035E+37,1.15039E+44,2.26596E+50,38000,1444000000,5.4872E+13,2.08514E+18,7.92352E+22,3.01094E+27,1.14416E+32,4.34779E+36,582
1790923.331,3.20741E+12,5.74422E+18,1.02875E+25,1.8424E+31,3.29961E+37,5.90934E+43,1.05832E+50,38000,1444000000,5.4872E+13,2.08514E+18,7.92352E+22,3.01094E+27,1.14416E+32,4.34779E+36,875
1790788.782,3.20692E+12,5.74292E+18,1.02844E+25,1.84171E+31,3.29812E+37,5.90623E+43,1.05768E+50,38105,1451991025,5.53281E+13,2.10828E+18,8.03359E+22,3.0612E+27,1.16647E+32,4.44484E+36,857
1790652.269,3.20644E+12,5.74161E+18,1.02812E+25,1.84101E+31,3.29661E+37,5.90308E+43,1.05704E+50,38211,1460080521,5.57911E+13,2.13184E+18,8.14596E+22,3.11265E+27,1.18938E+32,4.54472E+36,839
1790513.792,3.20594E+12,5.74028E+18,1.0278E+25,1.8403E+31,3.29508E+37,5.89989E+43,1.05638E+50,38316,1468115856,5.62523E+13,2.15536E+18,8.25849E+22,3.16432E+27,1.21244E+32,4.64559E+36,822
1790372.368,3.20543E+12,5.73892E+18,1.02748E+25,1.83957E+31,3.29352E+37,5.89663E+43,1.05572E+50,38421,1476173241,5.67161E+13,2.17909E+18,8.37227E+22,3.21671E+27,1.23589E+32,4.74842E+36,803
1790228.981,3.20492E+12,5.73754E+18,1.02715E+25,1.83884E+31,3.29194E+37,5.89332E+43,1.05504E+50,38526,1484252676,5.71823E+13,2.20301E+18,8.4873E+22,3.26982E+27,1.25973E+32,4.85324E+36,785
1790083.629,3.2044E+12,5.73614E+18,1.02682E+25,1.83809E+31,3.29033E+37,5.88997E+43,1.05435E+50,38632,1492431424,5.76556E+13,2.22735E+18,8.6047E+22,3.32417E+27,1.28419E+32,4.96109E+36,767
1789934.348,3.20386E+12,5.73471E+18,1.02648E+25,1.83732E+31,3.28869E+37,5.88653E+43,1.05365E+50,38737,1500555169,5.8127E+13,2.25167E+18,8.72228E+22,3.37875E+27,1.30883E+32,5.07E+36,748
1789783.104,3.20332E+12,5.73325E+18,1.02613E+25,1.83655E+31,3.28702E+37,5.88305E+43,1.05294E+50,38842,1508700964,5.8601E+13,2.27618E+18,8.84113E+22,3.43407E+27,1.33386E+32,5.18099E+36,729
1789628.913,3.20277E+12,5.73177E+18,1.02577E+25,1.83576E+31,3.28532E+37,5.87951E+43,1.05221E+50,38947,1516868809,5.90775E+13,2.30089E+18,8.96128E+22,3.49015E+27,1.35931E+32,5.2941E+36,711
1789471.776,3.20221E+12,5.73026E+18,1.02541E+25,1.83495E+31,3.28359E+37,5.87589E+43,1.05147E+50,39053,1525136809,5.95612E+13,2.32604E+18,9.08389E+22,3.54753E+27,1.38542E+32,5.41047E+36,694
1789311.693,3.20164E+12,5.72873E+18,1.02505E+25,1.83413E+31,3.28183E+37,5.87222E+43,1.05072E+50,39158,1533348964,6.00429E+13,2.35116E+18,9.20667E+22,3.60515E+27,1.4117E+32,5.52795E+36,679
1789148.663,3.20105E+12,5.72716E+18,1.02467E+25,1.83329E+31,3.28004E+37,5.86847E+43,1.04996E+50,39263,1541583169,6.05272E+13,2.37648E+18,9.33077E+22,3.66354E+27,1.43842E+32,5.64765E+36,664
1788982.687,3.20046E+12,5.72557E+18,1.02429E+25,1.83244E+31,3.27821E+37,5.86466E+43,1.04918E+50,39368,1549839424,6.10141E+13,2.402E+18,9.4562E+22,3.72272E+27,1.46556E+32,5.76961E+36,649
1788812.783,3.19985E+12,5.72393E+18,1.0239E+25,1.83157E+31,3.27634E+37,5.86076E+43,1.04838E+50,39474,1558196676,6.15083E+13,2.42798E+18,9.5842E+22,3.78327E+27,1.49341E+32,5.89507E+36,633
1788639.932,3.19923E+12,5.72228E+18,1.02351E+25,1.83069E+31,3.27444E+37,5.8568E+43,1.04757E+50,39579,1566497241,6.20004E+13,2.45391E+18,9.71234E+22,3.84405E+27,1.52144E+32,6.02169E+36,618
1788464.136,3.1986E+12,5.72059E+18,1.02311E+25,1.82979E+31,3.27251E+37,5.85277E+43,1.04675E+50,39684,1574819856,6.24952E+13,2.48006E+18,9.84186E+22,3.90564E+27,1.54992E+32,6.15069E+36,602
1788283.429,3.19796E+12,5.71885E+18,1.02269E+25,1.82887E+31,3.27053E+37,5.84863E+43,1.0459E+50,39789,1583164521,6.29925E+13,2.50641E+18,9.97275E+22,3.96806E+27,1.57885E+32,6.28209E+36,586
1788098.793,3.1973E+12,5.71708E+18,1.02227E+25,1.82792E+31,3.2685E+37,5.84441E+43,1.04504E+50,39895,1591611025,6.34973E+13,2.53323E+18,1.01063E+23,4.03191E+27,1.60853E+32,6.41723E+36,570
1787910.229,3.19662E+12,5.71527E+18,1.02184E+25,1.82696E+31,3.26644E+37,5.8401E+43,1.04416E+50,40000,1600000000,6.4E+13,2.56E+18,1.024E+23,4.096E+27,1.6384E+32,6.5536E+36,553
1566046.01,2.4525E+12,3.84073E+18,6.01476E+24,9.41939E+30,1.47512E+37,2.3101E+43,3.61773E+49,40000,1600000000,6.4E+13,2.56E+18,1.024E+23,4.096E+27,1.6384E+32,6.5536E+36,947
1565877.162,2.45197E+12,3.83949E+18,6.01216E+24,9.41431E+30,1.47417E+37,2.30836E+43,3.61461E+49,40158,1612664964,6.47614E+13,2.60069E+18,1.04438E+23,4.19404E+27,1.68424E+32,6.76358E+36,926
